"","pid","w1_nc_outcome","w1_nc_intrv_c","w1_nc_intrv_d","w1_nc_intrv_m","w1_nc_intrv_y","w1_nc_duration","w1_nc_dob_m","w1_nc_dob_y","w1_nc_gen","w1_nc_popgrp","w1_nc_popgrp_o","w1_nc_edschgrd","w1_nc_edter","w1_nc_prov","w1_nc_moveprov","w1_nc_lvbfprov","w1_nc_lvdurprov","w1_nc_moveres_apr","w1_nc_moveres_may","w1_nc_dwltyp","w1_nc_nopres","w1_nc_no60res","w1_nc_nou18res","w1_nc_nou7res","w1_nc_nocld","w1_nc_watsrc","w1_nc_watwsh","w1_nc_enrgelec","w1_nc_em_feb","w1_nc_emany_feb","w1_nc_ems_feb","w1_nc_emdays_feb","w1_nc_emhrs_feb","w1_nc_eminc_feb","w1_nc_eminc_feb_brac","w1_nc_em_apr","w1_nc_emany_apr","w1_nc_ems_apr","w1_nc_emreturn","w1_nc_emabs_apr","w1_nc_emabs_apr_o","w1_nc_emtyp","w1_nc_emwnt","w1_nc_noemdc","w1_nc_noemex","w1_nc_noemex_o","w1_nc_emwrk_isco_c","w1_nc_emdays_apr","w1_nc_emhrs_apr","w1_nc_empay_freq","w1_nc_emdayinc_apr","w1_nc_emwkinc_apr","w1_nc_emwkinc_apr_brac","w1_nc_em2wksinc_apr","w1_nc_em2wksinc_apr_brac","w1_nc_eminc_apr","w1_nc_eminc_apr_brac","w1_nc_emcontr","w1_nc_eminc_ters","w1_nc_emswrk_isco_c","w1_nc_embusdays_apr","w1_nc_embushrs_apr","w1_nc_emsvat","w1_nc_emsinc_apr","w1_nc_emsinc_apr_brac","w1_nc_emsnumemp_feb","w1_nc_emsnumemp_feb_2","w1_nc_emsnumemp","w1_nc_emsnumemp_2","w1_nc_emspaysal","w1_nc_emscls","w1_nc_unems","w1_nc_unemdc","w1_nc_unemwrk_isco_c","w1_nc_uneminc_uif","w1_nc_hhincchld","w1_nc_incchld","w1_nc_hhincgovpen","w1_nc_incgovpen","w1_nc_incgov","w1_nc_incgovtyp1","w1_nc_incgovtyp2","w1_nc_incgovtyp3","w1_nc_incgovtyp_o","w1_nc_hhincsrc1","w1_nc_hhincsrc2","w1_nc_hhincsrc3","w1_nc_hhincsrc_o","w1_nc_hhincdec1","w1_nc_hhincdec2","w1_nc_hhincdec3","w1_nc_hhincdec_o","w1_nc_hhinc","w1_nc_hhincchng","w1_nc_hhfdyn","w1_nc_fdayn","w1_nc_fdaskp","w1_nc_fdcyn","w1_nc_fdcskp","w1_nc_chldcr","w1_nc_chldcr_v","w1_nc_hhcsch","w1_nc_edcbook","w1_nc_edctv","w1_nc_edcrad","w1_nc_edccon","w1_nc_suppgov","w1_nc_suppngo","w1_nc_suppcom","w1_nc_cvrsk","w1_nc_cvhhtest","w1_nc_cvtest","w1_nc_cvrslt","w1_nc_cvsypt1","w1_nc_cvsypt2","w1_nc_cvsypt3","w1_nc_cvsypt4","w1_nc_cvsypt5","w1_nc_cvsypt6","w1_nc_cvsypt7","w1_nc_cvsypt8","w1_nc_cvsypt_o","w1_nc_cvavd","w1_nc_cvbeh","w1_nc_cvbehtyp1","w1_nc_cvbehtyp2","w1_nc_cvbehtyp3","w1_nc_cvbehtyp4","w1_nc_cvbehtyp5","w1_nc_cvbehtyp6","w1_nc_cvbehtyp7","w1_nc_cvbehtyp_o","w1_nc_cvinfo1","w1_nc_cvinfo2","w1_nc_cvinfo3","w1_nc_cvinfo4","w1_nc_cvinfo5","w1_nc_cvinfo6","w1_nc_cvinfo7","w1_nc_cvinfo_o","w1_nc_hlcur","w1_nc_hl4y","w1_nc_hl4br","w1_nc_hl4syp","w1_nc_hl4vis","w1_nc_hlcon","w1_nc_hlcontyp","w1_nc_hlcontyp_o","w1_nc_hlnocon1","w1_nc_hlnocon2","w1_nc_hlnocon3","w1_nc_hlnocon_o","w1_nc_hlmed","w1_nc_hlmedtyp","w1_nc_hlmedtyp_o","w1_nc_hlser","w1_nc_hlmedaid","w1_nc_intres","w1_nc_intlng1","w1_nc_intlng2","w1_nc_intlng3","w1_nc_intlng4","w1_nc_intlng5","w1_nc_intlng6","w1_nc_intlng7","w1_nc_intlng8","w1_nc_intlng9","w1_nc_intlng10","w1_nc_intlng11"
"2772",318794,1,619,16,6,2020,13.02,7,1973,2,1,"",12,2,5,2,NA,NA,2,2,2,7,2,0,NA,3,1,1,1,1,NA,NA,5,8,3100,NA,2,2,3,1,1,"",1,NA,NA,NA,"",9,-7,NA,4,NA,NA,NA,NA,NA,3100,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2,NA,2,NA,NA,NA,"",1,3,NA,"",7,NA,NA,"",-9,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,-9,2,NA,NA,5,6,11,NA,NA,NA,NA,NA,"",1,1,1,2,NA,NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,"",4,2,2,2,2,NA,NA,"",NA,NA,NA,"",2,NA,"",2,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2773",318797,1,619,18,6,2020,15.1,8,1954,2,1,"",5,NA,5,2,NA,NA,2,2,2,6,1,1,0,3,1,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,2,NA,NA,"",3,NA,NA,"",7,NA,NA,"",2100,2,1,1,3,1,3,1,4,0,-9,-9,-9,-9,2,2,1,-9,2,NA,NA,-9,NA,NA,NA,NA,NA,NA,NA,"",1,1,4,7,NA,NA,NA,NA,NA,"",3,NA,NA,NA,NA,NA,NA,"",3,2,2,2,1,1,2,"",NA,NA,NA,"",2,NA,"",1,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2774",318804,1,653,8,6,2020,19.07,5,1989,2,1,"",11,2,5,2,NA,NA,2,2,1,4,0,1,0,3,1,1,1,2,2,3,NA,NA,NA,NA,2,2,3,2,NA,"",NA,1,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,-9,NA,NA,1,NA,1,NA,2,NA,NA,NA,"",3,NA,NA,"",7,NA,NA,"",-9,1,1,2,NA,2,NA,2,NA,1,1,1,2,1,2,2,2,2,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,"",1,1,1,2,4,NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,"",3,2,2,2,2,NA,NA,"",NA,NA,NA,"",2,NA,"",2,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2775",318806,1,601,8,6,2020,14.33,1,1989,1,1,"",12,2,1,2,NA,NA,2,2,3,5,0,4,0,3,1,1,1,1,NA,NA,5,7,3400,NA,2,2,3,2,NA,"",NA,1,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,7,2,0,NA,0,NA,2,NA,NA,NA,"",3,NA,NA,"",3,NA,NA,"",-9,1,1,1,1,2,NA,2,NA,0,3,2,2,2,2,2,2,-9,2,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,"",1,1,3,NA,NA,NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,"",2,2,2,2,1,2,NA,"",3,NA,NA,"",1,2,"",2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2776",318821,1,607,4,6,2020,13.35,6,1980,2,1,"",6,NA,2,2,NA,NA,2,2,1,4,0,2,1,3,1,1,1,1,NA,NA,1,7,740,NA,2,2,3,-9,NA,"",NA,1,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,9,2,2,NA,0,NA,2,NA,NA,NA,"",1,3,NA,"",1,3,NA,"",2200,2,2,2,NA,2,NA,1,4,2,2,1,1,1,2,2,2,2,1,1,2,2,4,5,NA,NA,NA,NA,NA,"",1,1,1,4,NA,NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,"",4,2,2,2,1,1,2,"",NA,NA,NA,"",2,NA,"",2,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2777",318824,1,618,5,6,2020,17.2,4,1989,1,2,"",12,2,2,2,NA,NA,2,2,1,4,0,1,1,3,1,1,1,1,NA,NA,4,12,8000,NA,1,NA,NA,NA,NA,"",1,NA,NA,NA,"",4,4,12,4,NA,NA,NA,NA,NA,8000,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,2,NA,NA,NA,"",1,NA,NA,"",7,NA,NA,"",8000,2,2,2,NA,2,NA,2,NA,0,2,1,2,1,2,2,2,-9,2,NA,NA,1,2,4,NA,NA,NA,NA,NA,"",1,1,4,7,9,NA,NA,NA,NA,"",2,6,NA,NA,NA,NA,NA,"",2,2,2,2,2,NA,NA,"",NA,NA,NA,"",2,NA,"",2,1,3,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2778",318830,1,605,11,6,2020,17.63,6,1980,2,1,"",10,2,2,1,1,1,2,2,2,8,1,4,2,3,2,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,1,NA,2,NA,NA,NA,"",3,NA,NA,"",7,NA,NA,"",4000,2,2,2,NA,2,NA,1,4,3,1,2,2,1,2,2,2,2,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,"",1,1,1,4,7,NA,NA,NA,NA,"",1,NA,NA,NA,NA,NA,NA,"",3,2,2,2,1,1,4,"",NA,NA,NA,"",1,4,"",1,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2779",318831,1,606,2,6,2020,31.32,2,1963,2,1,"",12,1,2,2,NA,NA,2,2,1,3,1,1,0,3,1,1,1,1,NA,NA,5,7,0,NA,2,2,3,2,NA,"",NA,1,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3,2,1,NA,1,NA,2,NA,NA,NA,"",1,3,4,"",1,NA,NA,"",2920,2,2,2,NA,2,NA,1,3,1,1,2,2,2,2,2,2,1,2,NA,NA,2,5,NA,NA,NA,NA,NA,NA,"",1,1,1,2,4,7,9,NA,NA,"",8,NA,NA,NA,NA,NA,NA,"From The Clinic",3,1,2,2,1,1,2,"",NA,NA,NA,"",2,NA,"",2,2,3,2,3,11,NA,NA,NA,NA,NA,NA,NA,NA
"2780",318839,1,631,15,5,2020,31.15,1,1972,2,1,"",10,1,2,2,NA,NA,2,1,1,6,0,2,0,2,1,1,1,1,NA,NA,5,7,1500,NA,2,2,3,2,NA,"",NA,1,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,NA,0,NA,2,NA,NA,NA,"",3,4,NA,"",7,NA,NA,"",440,2,1,1,4,1,4,1,4,3,1,1,2,1,2,2,2,1,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,"",2,1,1,2,4,NA,NA,NA,NA,"",2,3,NA,NA,NA,NA,NA,"",3,2,2,2,2,NA,NA,"",NA,NA,NA,"",2,NA,"",2,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2781",318840,1,631,26,5,2020,23.1,5,1966,1,1,"",6,NA,2,2,NA,NA,2,2,2,6,0,1,0,3,1,1,1,2,2,3,NA,NA,NA,NA,1,NA,NA,NA,NA,"",2,NA,NA,NA,"",7,5,8,3,NA,NA,NA,1500,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,2,NA,NA,NA,"",6,NA,NA,"",6,NA,NA,"",2000,1,2,1,2,1,2,1,4,3,1,1,2,2,2,2,1,2,2,NA,NA,2,9,NA,NA,NA,NA,NA,NA,"",1,1,1,NA,NA,NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,"",3,2,2,2,2,NA,NA,"",NA,NA,NA,"",2,NA,"",1,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2782",318845,1,605,25,6,2020,15.57,6,1991,1,1,"",12,1,2,2,NA,NA,2,2,3,1,0,NA,NA,4,1,1,1,2,2,3,NA,NA,NA,NA,2,2,3,2,NA,"",NA,1,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,-1,2,-8,2,-8,2,1,3,NA,NA,"",3,NA,NA,"",7,NA,NA,"",2100,2,2,2,NA,-8,NA,-8,NA,0,-8,-8,-8,-8,2,2,2,2,2,NA,NA,1,2,9,NA,NA,NA,NA,NA,"",1,1,1,4,7,NA,NA,NA,NA,"",5,NA,NA,NA,NA,NA,NA,"",3,2,2,2,1,1,2,"",NA,NA,NA,"",1,2,"",1,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2783",318846,1,640,19,6,2020,18.78,4,1960,2,1,"",7,NA,2,2,NA,NA,2,2,3,3,1,1,0,3,2,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,1,NA,NA,"",1,NA,NA,"",1,NA,NA,"",6000,2,1,1,3,1,4,1,4,1,1,1,1,1,2,2,2,2,1,1,2,-9,NA,NA,NA,NA,NA,NA,NA,"",1,1,1,7,NA,NA,NA,NA,NA,"",8,NA,NA,NA,NA,NA,NA,"From The Clinic",4,2,2,2,2,NA,NA,"",NA,NA,NA,"",2,NA,"",2,2,1,2,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2784",318850,1,640,24,6,2020,18.5,10,1984,2,1,"",11,2,1,2,NA,NA,2,2,1,3,0,1,0,3,1,1,1,1,NA,NA,1,5,600,NA,2,2,3,2,NA,"",NA,1,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,9,2,0,NA,0,NA,2,NA,NA,NA,"",1,NA,NA,"",7,NA,NA,"",3000,1,1,2,NA,2,NA,2,NA,1,2,1,1,2,2,2,2,1,2,NA,NA,2,4,15,NA,NA,NA,NA,NA,"",1,1,1,4,7,10,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,"",3,2,2,2,2,NA,NA,"",NA,NA,NA,"",1,2,"",1,2,1,2,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2785",318854,1,640,25,6,2020,15.45,12,1971,2,1,"",6,NA,2,2,NA,NA,2,2,1,4,0,2,1,3,1,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,2,NA,NA,NA,"",4,NA,NA,"",4,NA,NA,"",3000,1,2,2,NA,2,NA,1,1,2,1,1,2,2,2,2,2,-9,2,NA,NA,1,4,5,NA,NA,NA,NA,NA,"",1,1,1,7,9,NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,"",3,2,2,2,2,NA,NA,"",NA,NA,NA,"",2,NA,"",2,2,1,2,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2786",318874,1,649,12,5,2020,18.05,5,1988,2,2,"",12,2,2,2,NA,NA,2,2,1,4,1,2,1,1,1,1,1,1,NA,NA,5,12,-9,2,2,2,3,2,NA,"",NA,1,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,-3,2,2,NA,1,NA,2,NA,NA,NA,"",1,3,NA,"",1,NA,NA,"",-9,1,1,2,NA,2,NA,1,4,1,2,2,1,2,2,2,1,1,2,NA,NA,2,4,5,NA,NA,NA,NA,NA,"",1,1,1,10,NA,NA,NA,NA,NA,"",8,NA,NA,NA,NA,NA,NA,"From The Clinic",1,2,1,2,1,1,2,"",NA,NA,NA,"",2,NA,"",1,2,3,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2787",318901,1,640,24,6,2020,23.83,11,1983,1,1,"",0,NA,6,1,6,2,1,2,3,1,0,NA,NA,4,1,2,1,1,NA,NA,6,8,7000,NA,2,2,3,2,NA,"",NA,1,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,8,1,0,NA,0,NA,2,NA,NA,NA,"",1,NA,NA,"",1,NA,NA,"",0,1,1,1,4,1,3,1,4,5,2,1,2,2,2,2,2,2,2,NA,NA,1,5,9,NA,NA,NA,NA,NA,"",1,1,7,NA,NA,NA,NA,NA,NA,"",8,NA,NA,NA,NA,NA,NA,"Work Place",3,2,2,2,2,NA,NA,"",NA,NA,NA,"",2,NA,"",2,1,1,2,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2788",318903,1,631,9,5,2020,30.88,99,9999,2,1,"",19,NA,2,2,NA,NA,2,2,2,7,2,4,4,2,1,1,1,2,2,3,NA,NA,NA,NA,2,2,3,2,NA,"",NA,2,4,2,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,1,NA,1,2,NA,NA,"",3,NA,NA,"",3,NA,NA,"",2000,-9,2,2,NA,2,NA,2,NA,4,1,1,1,-9,2,2,2,-9,2,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,"",2,1,14,15,NA,NA,NA,NA,NA,"",9,NA,NA,NA,NA,NA,NA,"",1,1,2,2,2,2,NA,"",5,NA,NA,"",2,NA,"",2,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2789",318936,1,669,22,6,2020,28.3,9,1989,1,1,"",12,2,2,2,NA,NA,1,1,2,6,1,1,0,2,1,2,1,2,2,3,NA,NA,NA,NA,2,2,3,1,1,"",3,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,5,8,2,-8,-8,6,28,6,28,3,4,NA,NA,NA,NA,1,NA,1,NA,1,9,NA,NA,"Nothing",2,NA,NA,"",2,NA,NA,"",-8,1,1,1,4,1,4,1,4,1,1,1,1,2,2,2,2,-9,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,"",1,1,1,4,NA,NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,"",2,2,2,2,2,NA,NA,"",NA,NA,NA,"",2,NA,"",2,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2790",318938,1,631,29,5,2020,22.67,9,1953,1,1,"",6,NA,2,2,NA,NA,2,2,2,1,1,NA,NA,4,1,1,1,1,NA,NA,1,6,-9,2,2,2,3,-9,NA,"",NA,1,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,9,2,0,NA,1,NA,1,2,NA,NA,"",3,NA,NA,"",7,NA,NA,"",1600,2,2,2,NA,-8,NA,-8,NA,0,-8,-8,-8,-8,2,2,2,2,2,NA,NA,-9,NA,NA,NA,NA,NA,NA,NA,"",1,2,NA,NA,NA,NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,"",2,2,2,2,2,NA,NA,"",NA,NA,NA,"",2,NA,"",2,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2791",318941,1,605,4,6,2020,23.37,12,1951,2,1,"",0,NA,2,2,NA,NA,2,2,1,3,1,1,0,3,2,1,2,2,2,2,-8,NA,-8,1,2,2,2,NA,NA,"",-8,NA,NA,NA,"",-1,-8,NA,-8,NA,NA,NA,NA,NA,NA,NA,-8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8,2,1,NA,2,NA,NA,NA,"",3,NA,NA,"",6,NA,NA,"",-8,1,1,1,5,1,4,1,4,2,1,2,2,2,2,2,2,-9,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"",-9,1,1,NA,NA,NA,NA,NA,NA,"",1,NA,NA,NA,NA,NA,NA,"",5,2,2,2,1,1,2,"",NA,NA,NA,"",1,2,"",1,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2792",318943,1,624,22,6,2020,20.35,12,1965,2,1,"",4,NA,2,2,NA,NA,2,2,1,6,1,2,1,3,1,1,1,1,NA,NA,2,8,700,NA,2,2,3,-9,NA,"",NA,1,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,4,2,2,NA,1,NA,2,NA,NA,NA,"",1,3,NA,"",7,NA,NA,"",3500,2,2,2,NA,2,NA,1,4,2,1,1,1,1,2,2,2,-9,1,2,NA,-9,NA,NA,NA,NA,NA,NA,NA,"",1,1,1,NA,NA,NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,"",3,2,2,2,2,NA,NA,"",NA,NA,NA,"",2,NA,"",2,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2793",318946,1,607,3,6,2020,11.7,9,1986,1,1,"",18,2,2,2,NA,NA,2,2,1,8,3,1,0,3,1,1,1,2,2,3,NA,NA,NA,NA,2,2,3,2,NA,"",NA,1,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,-3,2,1,NA,3,NA,2,NA,NA,NA,"",3,NA,NA,"",3,NA,NA,"",6200,2,1,2,NA,2,NA,1,4,3,1,1,1,2,2,2,2,2,1,1,2,1,2,NA,NA,NA,NA,NA,NA,"",1,1,7,NA,NA,NA,NA,NA,NA,"",7,NA,NA,NA,NA,NA,NA,"",4,2,2,2,2,NA,NA,"",NA,NA,NA,"",2,NA,"",2,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2794",318962,1,669,23,6,2020,19.88,4,1977,1,1,"",10,2,2,2,NA,NA,2,2,1,3,0,2,1,3,2,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0,NA,2,NA,NA,NA,"",6,NA,NA,"",6,NA,NA,"",-9,1,1,1,2,2,NA,1,4,2,1,2,2,2,2,2,2,1,2,NA,NA,1,2,4,NA,NA,NA,NA,NA,"",1,1,2,NA,NA,NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,"",4,2,2,2,2,NA,NA,"",NA,NA,NA,"",2,NA,"",1,2,3,2,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2795",318968,1,624,17,6,2020,19.17,2,1974,2,1,"",12,2,2,2,NA,NA,1,2,2,1,0,NA,NA,3,1,1,1,1,NA,NA,4,12,5000,NA,1,NA,NA,NA,NA,"",2,NA,NA,NA,"",5,4,12,4,NA,NA,NA,NA,NA,4900,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,2,NA,NA,NA,"",1,NA,NA,"",7,NA,NA,"",4900,2,1,2,NA,2,NA,2,NA,0,2,2,2,2,2,2,2,1,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,"",1,1,1,7,NA,NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,"",3,2,2,2,2,NA,NA,"",NA,NA,NA,"",1,2,"",2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2796",318980,1,631,22,5,2020,24.73,3,1976,2,1,"",12,2,2,2,NA,NA,2,1,1,5,0,3,1,3,1,1,1,2,1,NA,7,9,5000,NA,2,2,3,-9,NA,"",NA,1,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,5,2,3,NA,0,NA,2,NA,NA,NA,"",2,3,NA,"",2,NA,NA,"",2200,1,1,2,NA,2,NA,1,4,3,1,1,1,1,2,2,2,-9,2,NA,NA,1,4,8,NA,NA,NA,NA,NA,"Catching Cold",1,1,1,4,7,NA,NA,NA,NA,"",2,7,NA,NA,NA,NA,NA,"",1,2,2,2,2,NA,NA,"",NA,NA,NA,"",2,NA,"",2,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2797",319002,1,606,20,5,2020,20.38,1,1968,2,2,"",12,1,2,2,NA,NA,2,2,1,5,0,1,0,3,1,1,1,2,2,3,NA,NA,NA,NA,2,2,3,1,9,"Unemployed",1,NA,NA,NA,"",2,0,0,4,NA,NA,NA,NA,NA,0,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,2,NA,NA,NA,"",4,NA,NA,"",4,NA,NA,"",47000,2,2,2,NA,2,NA,1,4,1,1,2,1,1,2,2,2,2,1,2,NA,2,4,5,7,16,NA,NA,NA,"",1,1,4,7,NA,NA,NA,NA,NA,"",3,8,NA,NA,NA,NA,NA,"Work Place",4,2,2,2,1,2,NA,"",5,NA,NA,"",2,NA,"",1,1,3,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2798",319005,1,663,23,6,2020,14.72,4,1966,1,2,"",12,2,2,2,NA,NA,2,2,1,5,0,1,0,3,1,1,1,1,NA,NA,5,8,15000,NA,1,NA,NA,NA,NA,"",1,NA,NA,NA,"",5,5,8,4,NA,NA,NA,NA,NA,15000,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,2,NA,NA,NA,"",1,NA,NA,"",7,NA,NA,"",20000,2,2,2,NA,2,NA,2,NA,1,1,1,2,1,2,2,2,1,1,2,NA,1,2,4,5,NA,NA,NA,NA,"",1,1,7,NA,NA,NA,NA,NA,NA,"",2,5,NA,NA,NA,NA,NA,"",3,2,2,2,2,NA,NA,"",NA,NA,NA,"",2,NA,"",2,1,3,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
